Term                 | Document ID          | Term Frequency
neferneferuaten      | https://en.wikipedia.org/wiki/List_of_pharaohs | 4         
neferneferuaten      | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 4         
neferneferuaten      | https://en.wikipedia.org/wiki/Pharaoh | 1         
full                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
full                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
full                 | https://en.wikipedia.org/wiki/Help:Contents | 1         
full                 | https://en.wikipedia.org/wiki/Main_Page | 1         
referendum           | https://en.wikipedia.org/wiki/Portal:Current_events | 4         
smend                | https://en.wikipedia.org/wiki/List_of_pharaohs | 4         
smend                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 4         
smend                | https://en.wikipedia.org/wiki/Pharaoh | 1         
becaus               | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
becaus               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
indycar              | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
concept              | https://en.wikipedia.org/wiki/Wikipedia:Contact_us | 1         
concept              | https://en.wikipedia.org/wiki/Main_Page | 1         
wargaadhi            | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
chewa                | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
soter                | https://en.wikipedia.org/wiki/List_of_pharaohs | 4         
soter                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 4         
soter                | https://en.wikipedia.org/wiki/Pharaoh | 2         
garri                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
garri                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
garri                | https://en.wikipedia.org/wiki/Pharaoh | 2         
eleph                | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
eleph                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
eleph                | https://en.wikipedia.org/wiki/Pharaoh | 1         
staro                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
staro                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
mozambiqu            | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
sekhemr              | https://en.wikipedia.org/wiki/List_of_pharaohs | 11        
sekhemr              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 11        
sekhemr              | https://en.wikipedia.org/wiki/Pharaoh | 3         
slovenia             | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
center               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
center               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
center               | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
center               | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
center               | https://en.wikipedia.org/wiki/Help:Contents | 2         
suspicion            | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
cairn                | https://en.wikipedia.org/wiki/Main_Page | 2         
cairo                | https://en.wikipedia.org/wiki/List_of_pharaohs | 28        
cairo                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 28        
start                | https://en.wikipedia.org/wiki/List_of_pharaohs | 9         
start                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 9         
start                | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
start                | https://en.wikipedia.org/wiki/Wikipedia:About | 2         
start                | https://en.wikipedia.org/wiki/Help:Contents | 1         
start                | https://en.wikipedia.org/wiki/Main_Page | 1         
start                | https://en.wikipedia.org/wiki/Wikipedia:Contents | 3         
earliest             | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
earliest             | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
earliest             | https://en.wikipedia.org/wiki/Pharaoh | 10        
heqakheperr          | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
heqakheperr          | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
equal                | https://en.wikipedia.org/wiki/Pharaoh | 2         
titulatur            | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
titulatur            | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
awai                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
awai                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
short                | https://en.wikipedia.org/wiki/List_of_pharaohs | 13        
short                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 13        
short                | https://en.wikipedia.org/wiki/Special:Random | 2         
short                | https://en.wikipedia.org/wiki/Pharaoh | 2         
unusu                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
unusu                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
financi              | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
qadesh               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
qadesh               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
bibl                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
bibl                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
bibl                 | https://en.wikipedia.org/wiki/Pharaoh | 4         
clem                 | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
crossbow             | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
wouter               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
wouter               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
compris              | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
compris              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
merenr               | https://en.wikipedia.org/wiki/List_of_pharaohs | 4         
merenr               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 4         
merenr               | https://en.wikipedia.org/wiki/Pharaoh | 2         
extant               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
extant               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
three                | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
three                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
three                | https://en.wikipedia.org/wiki/Portal:Current_events | 4         
three                | https://en.wikipedia.org/wiki/Main_Page | 5         
three                | https://en.wikipedia.org/wiki/Pharaoh | 2         
bosnia               | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
neferkasokar         | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
neferkasokar         | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
neferkasokar         | https://en.wikipedia.org/wiki/Pharaoh | 1         
portraitur           | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
portraitur           | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
portraitur           | https://en.wikipedia.org/wiki/Pharaoh | 1         
gestur               | https://en.wikipedia.org/wiki/Pharaoh | 1         
sweden               | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
golden               | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
golden               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
golden               | https://en.wikipedia.org/wiki/Pharaoh | 8         
season               | https://en.wikipedia.org/wiki/Portal:Current_events | 9         
heavili              | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
heavili              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
enter                | https://en.wikipedia.org/wiki/Portal:Current_events | 2         
enter                | https://en.wikipedia.org/wiki/Help:Contents | 1         
enter                | https://en.wikipedia.org/wiki/Special:Random | 2         
khnum                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
khnum                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
bien                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
bien                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
studia               | https://en.wikipedia.org/wiki/Pharaoh | 1         
tentamun             | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
tentamun             | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
cheop                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
cheop                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
preced               | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
preced               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
preced               | https://en.wikipedia.org/wiki/Pharaoh | 2         
plung                | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
coast                | https://en.wikipedia.org/wiki/Portal:Current_events | 2         
memori               | https://en.wikipedia.org/wiki/Main_Page | 1         
wayback              | https://en.wikipedia.org/wiki/List_of_pharaohs | 4         
wayback              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 4         
wayback              | https://en.wikipedia.org/wiki/Pharaoh | 2         
mick                 | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
destroi              | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
destroi              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
destroi              | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
indefinit            | https://en.wikipedia.org/wiki/Portal:Current_events | 2         
indefinit            | https://en.wikipedia.org/wiki/Pharaoh | 1         
recogn               | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
recogn               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
loc                  | https://en.wikipedia.org/wiki/Wikipedia:Contents | 1         
sakir                | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
sakir                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
sakir                | https://en.wikipedia.org/wiki/Pharaoh | 1         
log                  | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
log                  | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
log                  | https://en.wikipedia.org/wiki/Portal:Current_events | 3         
log                  | https://en.wikipedia.org/wiki/Wikipedia:Contact_us | 3         
log                  | https://en.wikipedia.org/wiki/Wikipedia:About | 4         
log                  | https://en.wikipedia.org/wiki/Help:Contents | 4         
log                  | https://en.wikipedia.org/wiki/Main_Page | 3         
log                  | https://en.wikipedia.org/wiki/Special:Random | 3         
log                  | https://en.wikipedia.org/wiki/Pharaoh | 3         
log                  | https://en.wikipedia.org/wiki/Wikipedia:Contents | 3         
wikispeci            | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
wikispeci            | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
wikispeci            | https://en.wikipedia.org/wiki/Help:Contents | 1         
wikispeci            | https://en.wikipedia.org/wiki/Main_Page | 2         
oromoo               | https://en.wikipedia.org/wiki/Pharaoh | 1         
falcon               | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
falcon               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
falcon               | https://en.wikipedia.org/wiki/Pharaoh | 4         
solar                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
solar                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
solar                | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
solar                | https://en.wikipedia.org/wiki/Pharaoh | 1         
euskara              | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
euskara              | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
euskara              | https://en.wikipedia.org/wiki/Help:Contents | 1         
euskara              | https://en.wikipedia.org/wiki/Main_Page | 2         
euskara              | https://en.wikipedia.org/wiki/Pharaoh | 1         
unknown              | https://en.wikipedia.org/wiki/List_of_pharaohs | 124       
unknown              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 124       
unknown              | https://en.wikipedia.org/wiki/Main_Page | 1         
anti                 | https://en.wikipedia.org/wiki/Portal:Current_events | 3         
ibiau                | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
ibiau                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
ibiau                | https://en.wikipedia.org/wiki/Pharaoh | 1         
semenr               | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
semenr               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
semenr               | https://en.wikipedia.org/wiki/Pharaoh | 1         
panama               | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
infobas              | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
infobas              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
mastaba              | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
mastaba              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
deputi               | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
deputi               | https://en.wikipedia.org/wiki/Main_Page | 1         
deputi               | https://en.wikipedia.org/wiki/Special:Random | 3         
low                  | https://en.wikipedia.org/wiki/Special:Random | 1         
sharealik            | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
sharealik            | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
sharealik            | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
sharealik            | https://en.wikipedia.org/wiki/Wikipedia:Contact_us | 1         
sharealik            | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
sharealik            | https://en.wikipedia.org/wiki/Help:Contents | 1         
sharealik            | https://en.wikipedia.org/wiki/Main_Page | 1         
sharealik            | https://en.wikipedia.org/wiki/Special:Random | 1         
sharealik            | https://en.wikipedia.org/wiki/Pharaoh | 1         
sharealik            | https://en.wikipedia.org/wiki/Wikipedia:Contents | 1         
prop                 | https://en.wikipedia.org/wiki/Wikipedia:Contents | 1         
consult              | https://en.wikipedia.org/wiki/Help:Contents | 1         
domu                 | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
wealth               | https://en.wikipedia.org/wiki/Pharaoh | 1         
teil                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
teil                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
outcom               | https://en.wikipedia.org/wiki/Main_Page | 1         
banjar               | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
banjar               | https://en.wikipedia.org/wiki/Wikipedia:Contact_us | 1         
banjar               | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
banjar               | https://en.wikipedia.org/wiki/Help:Contents | 1         
tutori               | https://en.wikipedia.org/wiki/Wikipedia:Contact_us | 1         
tutori               | https://en.wikipedia.org/wiki/Wikipedia:About | 4         
tutori               | https://en.wikipedia.org/wiki/Help:Contents | 5         
zeichen              | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
zeichen              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
prof                 | https://en.wikipedia.org/wiki/Pharaoh | 1         
sememp               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
sememp               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
wegner               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
wegner               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
seberch              | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
seberch              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
asturianu            | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
asturianu            | https://en.wikipedia.org/wiki/Help:Contents | 1         
asturianu            | https://en.wikipedia.org/wiki/Main_Page | 1         
asturianu            | https://en.wikipedia.org/wiki/Pharaoh | 1         
pami                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
pami                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
pami                 | https://en.wikipedia.org/wiki/Pharaoh | 1         
menkheperr           | https://en.wikipedia.org/wiki/List_of_pharaohs | 7         
menkheperr           | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 7         
menkheperr           | https://en.wikipedia.org/wiki/Pharaoh | 1         
wegaf                | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
wegaf                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
wegaf                | https://en.wikipedia.org/wiki/Pharaoh | 1         
quick                | https://en.wikipedia.org/wiki/Wikipedia:Contact_us | 1         
quick                | https://en.wikipedia.org/wiki/Help:Contents | 1         
dab                  | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
dab                  | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
dietrich             | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
dietrich             | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
sixteenth            | https://en.wikipedia.org/wiki/List_of_pharaohs | 5         
sixteenth            | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 5         
sixteenth            | https://en.wikipedia.org/wiki/Pharaoh | 1         
doom                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
doom                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
tell                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
tell                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
nahihor              | https://en.wikipedia.org/wiki/Pharaoh | 1         
husband              | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
husband              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
avari                | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
avari                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
dai                  | https://en.wikipedia.org/wiki/List_of_pharaohs | 6         
dai                  | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 6         
dai                  | https://en.wikipedia.org/wiki/Portal:Current_events | 7         
dai                  | https://en.wikipedia.org/wiki/Help:Contents | 1         
dai                  | https://en.wikipedia.org/wiki/Main_Page | 4         
dai                  | https://en.wikipedia.org/wiki/Pharaoh | 1         
dai                  | https://en.wikipedia.org/wiki/Wikipedia:Contents | 1         
harrassowitz         | https://en.wikipedia.org/wiki/List_of_pharaohs | 4         
harrassowitz         | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 4         
shown                | https://en.wikipedia.org/wiki/Pharaoh | 5         
zone                 | https://en.wikipedia.org/wiki/Main_Page | 1         
qebeh                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
qebeh                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
dat                  | https://en.wikipedia.org/wiki/Special:Random | 1         
nubia                | https://en.wikipedia.org/wiki/List_of_pharaohs | 14        
nubia                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 14        
nubia                | https://en.wikipedia.org/wiki/Pharaoh | 2         
jordan               | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
medicin              | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
medicin              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
medicin              | https://en.wikipedia.org/wiki/Pharaoh | 1         
religi               | https://en.wikipedia.org/wiki/Pharaoh | 7         
affair               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
affair               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
affair               | https://en.wikipedia.org/wiki/Portal:Current_events | 2         
manetho              | https://en.wikipedia.org/wiki/List_of_pharaohs | 15        
manetho              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 15        
cartouch             | https://en.wikipedia.org/wiki/List_of_pharaohs | 5         
cartouch             | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 5         
cartouch             | https://en.wikipedia.org/wiki/Pharaoh | 2         
arnekhamani          | https://en.wikipedia.org/wiki/Pharaoh | 1         
iuput                | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
iuput                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
iuput                | https://en.wikipedia.org/wiki/Pharaoh | 1         
obtain               | https://en.wikipedia.org/wiki/Special:Random | 1         
obtain               | https://en.wikipedia.org/wiki/Pharaoh | 1         
sarawak              | https://en.wikipedia.org/wiki/Main_Page | 1         
suppos               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
suppos               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
thrax                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
thrax                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
thrax                | https://en.wikipedia.org/wiki/Pharaoh | 1         
island               | https://en.wikipedia.org/wiki/Portal:Current_events | 5         
format               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
format               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
format               | https://en.wikipedia.org/wiki/Help:Contents | 1         
format               | https://en.wikipedia.org/wiki/Pharaoh | 1         
format               | https://en.wikipedia.org/wiki/Wikipedia:Contents | 1         
wolof                | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
reconcil             | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
reconcil             | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
water                | https://en.wikipedia.org/wiki/Portal:Current_events | 3         
water                | https://en.wikipedia.org/wiki/Pharaoh | 1         
formal               | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
formal               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
formal               | https://en.wikipedia.org/wiki/Wikipedia:Contents | 2         
friendli             | https://en.wikipedia.org/wiki/Help:Contents | 1         
achiev               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
achiev               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
wiesbaden            | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
wiesbaden            | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
adoratric            | https://en.wikipedia.org/wiki/Pharaoh | 1         
preponder            | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
preponder            | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
nkene                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
nkene                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
scienc               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
scienc               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
scienc               | https://en.wikipedia.org/wiki/Portal:Current_events | 5         
scienc               | https://en.wikipedia.org/wiki/Special:Random | 1         
scienc               | https://en.wikipedia.org/wiki/Wikipedia:Contents | 12        
entertain            | https://en.wikipedia.org/wiki/Wikipedia:Contents | 1         
tent                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
tent                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
tent                 | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
overrun              | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
overrun              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
sneferka             | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
sneferka             | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
sneferka             | https://en.wikipedia.org/wiki/Pharaoh | 1         
mike                 | https://en.wikipedia.org/wiki/Portal:Current_events | 2         
part                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 6         
part                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 6         
part                 | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
part                 | https://en.wikipedia.org/wiki/Pharaoh | 1         
suicid               | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
suicid               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
octavian             | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
octavian             | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
bakenrenef           | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
bakenrenef           | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
bild                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
bild                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
east                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
east                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
east                 | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
cheatsheet           | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
cheatsheet           | https://en.wikipedia.org/wiki/Help:Contents | 2         
relief               | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
relief               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
pari                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
pari                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
easi                 | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
easi                 | https://en.wikipedia.org/wiki/Help:Contents | 1         
easi                 | https://en.wikipedia.org/wiki/Wikipedia:Contents | 1         
ltd                  | https://en.wikipedia.org/wiki/Pharaoh | 1         
senensetepuniptah    | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
senensetepuniptah    | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
park                 | https://en.wikipedia.org/wiki/Portal:Current_events | 3         
mythologi            | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
mythologi            | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
mythologi            | https://en.wikipedia.org/wiki/Pharaoh | 1         
sewesekhtawi         | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
sewesekhtawi         | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
imyremeshaw          | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
imyremeshaw          | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
imyremeshaw          | https://en.wikipedia.org/wiki/Pharaoh | 1         
archibald            | https://en.wikipedia.org/wiki/Pharaoh | 1         
aidan                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
aidan                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
aidan                | https://en.wikipedia.org/wiki/Pharaoh | 1         
setnakt              | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
setnakt              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
ddb                  | https://en.wikipedia.org/wiki/Special:Random | 1         
editori              | https://en.wikipedia.org/wiki/Wikipedia:Contact_us | 1         
editori              | https://en.wikipedia.org/wiki/Wikipedia:Contents | 1         
built                | https://en.wikipedia.org/wiki/List_of_pharaohs | 17        
built                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 17        
xiii                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 5         
xiii                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 5         
xiii                 | https://en.wikipedia.org/wiki/Pharaoh | 2         
reliev               | https://en.wikipedia.org/wiki/Pharaoh | 1         
iwaennetjerwyperu    | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
iwaennetjerwyperu    | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
chamberlain          | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
third                | https://en.wikipedia.org/wiki/List_of_pharaohs | 21        
third                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 21        
third                | https://en.wikipedia.org/wiki/Pharaoh | 5         
third                | https://en.wikipedia.org/wiki/Wikipedia:Contents | 3         
build                | https://en.wikipedia.org/wiki/List_of_pharaohs | 4         
build                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 4         
build                | https://en.wikipedia.org/wiki/Portal:Current_events | 2         
build                | https://en.wikipedia.org/wiki/Main_Page | 1         
build                | https://en.wikipedia.org/wiki/Pharaoh | 3         
netjerkar            | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
